"시도명(1)","시점","시군구(1)",계,계,계,계,계
"시도명(1)","시점","시군구(1)",소계,경형,소형,중형,대형
"부산","2020.12","부산기타",14,0,10,4,0
"부산","2021.01","금정구",8393,382,2271,5315,425
"부산","2021.01","기장군",5738,301,1637,3369,431
"부산","2021.01","남구",10919,510,2666,7003,740
"부산","2021.01","동구",4441,236,994,2965,246
"부산","2021.01","동래구",8833,429,2365,5441,598
"부산","2021.01","부산진구",17764,622,5932,10191,1019
"부산","2021.01","북구",8833,418,2390,5511,514
"부산","2021.01","사상구",10476,595,2955,6459,467
"부산","2021.01","사하구",12067,540,2872,7941,714
"부산","2021.01","서구",6264,237,1665,4106,256
"부산","2021.01","수영구",6968,330,1898,4229,511
"부산","2021.01","연제구",6953,275,1662,4468,548
"부산","2021.01","영도구",6439,221,1577,4362,279
"부산","2021.01","해운대구",13016,577,3247,8139,1053
"부산","2021.01","부산기타",14,0,10,4,0
"부산","2021.02","금정구",8398,383,2271,5310,434
"부산","2021.02","기장군",5733,296,1636,3365,436
"부산","2021.02","남구",10902,507,2670,6979,746
"부산","2021.02","동구",4428,234,990,2957,247
"부산","2021.02","동래구",8854,427,2362,5448,617
"부산","2021.02","부산진구",17810,620,5928,10222,1040
"부산","2021.02","북구",8825,417,2382,5512,514
"부산","2021.02","사상구",10495,602,2949,6475,469
"부산","2021.02","사하구",12090,539,2873,7959,719
"부산","2021.02","서구",6266,234,1666,4109,257
"부산","2021.02","수영구",6974,327,1893,4251,503
"부산","2021.02","연제구",6962,271,1662,4476,553
"부산","2021.02","영도구",6424,216,1572,4359,277
"부산","2021.02","해운대구",13029,571,3242,8142,1074
"부산","2021.02","부산기타",14,0,10,4,0
"부산","2021.03","금정구",8424,385,2262,5345,432
"부산","2021.03","기장군",5753,296,1640,3392,425
"부산","2021.03","남구",10888,505,2668,6968,747
"부산","2021.03","동구",4429,234,988,2961,246
"부산","2021.03","동래구",8860,425,2353,5459,623
"부산","2021.03","부산진구",17877,633,5923,10267,1054
"부산","2021.03","북구",8878,419,2379,5546,534
"부산","2021.03","사상구",10490,589,2949,6471,481
"부산","2021.03","사하구",12069,529,2863,7946,731
"부산","2021.03","서구",6254,225,1670,4089,270
"부산","2021.03","수영구",6996,324,1888,4278,506
"부산","2021.03","연제구",6940,270,1664,4456,550
"부산","2021.03","영도구",6421,211,1571,4366,273
"부산","2021.03","해운대구",13049,573,3248,8154,1074
"부산","2021.03","부산기타",14,0,10,4,0
"부산","2021.04","금정구",8475,398,2280,5345,452
"부산","2021.04","기장군",5808,294,1651,3419,444
"부산","2021.04","남구",10962,505,2670,7016,771
"부산","2021.04","동구",4454,227,999,2974,254
"부산","2021.04","동래구",8916,428,2374,5476,638
"부산","2021.04","부산진구",18009,631,5958,10323,1097
"부산","2021.04","북구",8953,425,2414,5560,554
"부산","2021.04","사상구",10597,600,2991,6504,502
"부산","2021.04","사하구",12184,535,2906,7991,752
"부산","2021.04","서구",6290,224,1676,4114,276
"부산","2021.04","수영구",7048,322,1897,4306,523
"부산","2021.04","연제구",6960,275,1673,4453,559
"부산","2021.04","영도구",6449,205,1592,4375,277
"부산","2021.04","해운대구",13140,573,3290,8176,1101
"부산","2021.04","부산기타",14,0,10,4,0
"부산","2021.05","금정구",8499,392,2284,5370,453
"부산","2021.05","기장군",5844,296,1659,3428,461
"부산","2021.05","남구",10995,510,2684,7017,784
"부산","2021.05","동구",4468,225,1000,2991,252
"부산","2021.05","동래구",8933,428,2368,5489,648
"부산","2021.05","부산진구",18019,623,5944,10337,1115
"부산","2021.05","북구",8970,425,2430,5557,558
"부산","2021.05","사상구",10598,593,2977,6515,513
"부산","2021.05","사하구",12264,536,2924,8032,772
"부산","2021.05","서구",6272,224,1685,4090,273
"부산","2021.05","수영구",7077,322,1904,4325,526
"부산","2021.05","연제구",6980,272,1673,4456,579
"부산","2021.05","영도구",6485,204,1599,4394,288
"부산","2021.05","해운대구",13187,567,3306,8221,1093
"부산","2021.05","부산기타",14,0,10,4,0
"부산","2021.06","금정구",8499,392,2284,5370,453
"부산","2021.06","기장군",5844,296,1659,3428,461
"부산","2021.06","남구",10995,510,2684,7017,784
"부산","2021.06","동구",4468,225,1000,2991,252
"부산","2021.06","동래구",8933,428,2368,5489,648
"부산","2021.06","부산진구",18019,623,5944,10337,1115
"부산","2021.06","북구",8970,425,2430,5557,558
"부산","2021.06","사상구",10598,593,2977,6515,513
"부산","2021.06","사하구",12264,536,2924,8032,772
"부산","2021.06","서구",6272,224,1685,4090,273
"부산","2021.06","수영구",7077,322,1904,4325,526
"부산","2021.06","연제구",6980,272,1673,4456,579
"부산","2021.06","영도구",6485,204,1599,4394,288
"부산","2021.06","해운대구",13187,567,3306,8221,1093
"부산","2021.06","부산기타",14,0,10,4,0
"부산","2021.07","금정구",8573,387,2307,5404,475
"부산","2021.07","기장군",5857,286,1660,3445,466
"부산","2021.07","남구",11017,487,2675,7043,812
"부산","2021.07","동구",4476,216,999,2989,272
"부산","2021.07","동래구",8950,416,2374,5515,645
"부산","2021.07","부산진구",18111,624,5964,10383,1140
"부산","2021.07","북구",9055,423,2434,5621,577
"부산","2021.07","사상구",10618,581,2975,6520,542
"부산","2021.07","사하구",12302,530,2925,8051,796
"부산","2021.07","서구",6324,221,1694,4135,274
"부산","2021.07","수영구",7191,329,1922,4390,550
"부산","2021.07","연제구",6986,268,1671,4452,595
"부산","2021.07","영도구",6531,201,1604,4430,296
"부산","2021.07","해운대구",13303,560,3300,8304,1139
"부산","2021.07","부산기타",14,0,10,4,0
"부산","2021.08","금정구",8647,397,2326,5439,485
"부산","2021.08","기장군",5838,291,1607,3463,477
"부산","2021.08","남구",11069,490,2690,7068,821
"부산","2021.08","동구",4519,219,1014,2998,288
"부산","2021.08","동래구",8994,417,2393,5528,656
"부산","2021.08","부산진구",18248,633,6003,10443,1169
"부산","2021.08","북구",9121,425,2462,5662,572
"부산","2021.08","사상구",10690,584,3018,6540,548
"부산","2021.08","사하구",12391,537,2967,8083,804
"부산","2021.08","서구",6368,229,1710,4143,286
"부산","2021.08","수영구",7253,339,1930,4425,559
"부산","2021.08","연제구",6996,277,1671,4436,612
"부산","2021.08","영도구",6578,205,1626,4454,293
"부산","2021.08","해운대구",13431,579,3327,8360,1165
"부산","2021.08","부산기타",14,0,10,4,0
"부산","2021.09","금정구",8247,398,2068,5284,497
"부산","2021.09","기장군",5831,293,1579,3468,491
"부산","2021.09","남구",10673,488,2448,6913,824
"부산","2021.09","동구",4544,224,1017,3021,282
"부산","2021.09","동래구",9050,425,2409,5557,659
"부산","2021.09","부산진구",15508,644,3913,9785,1166
"부산","2021.09","북구",9181,442,2473,5668,598
"부산","2021.09","사상구",10776,607,3027,6584,558
"부산","2021.09","사하구",12430,550,2984,8088,808
"부산","2021.09","서구",6392,230,1719,4148,295
"부산","2021.09","수영구",6595,332,1486,4203,574
"부산","2021.09","연제구",7044,281,1684,4462,617
"부산","2021.09","영도구",6586,212,1621,4467,286
"부산","2021.09","해운대구",13500,593,3351,8382,1174
"부산","2021.09","부산기타",13,0,10,3,0
"부산","2021.10","금정구",8278,393,2063,5311,511
"부산","2021.10","기장군",5702,292,1492,3416,502
"부산","2021.10","남구",10735,496,2447,6959,833
"부산","2021.10","동구",4563,222,1011,3040,290
"부산","2021.10","동래구",9045,422,2405,5540,678
"부산","2021.10","부산진구",15556,645,3905,9825,1181
"부산","2021.10","북구",9221,444,2483,5677,617
"부산","2021.10","사상구",10789,607,3025,6592,565
"부산","2021.10","사하구",12457,538,2980,8128,811
"부산","2021.10","서구",6394,223,1725,4157,289
"부산","2021.10","수영구",6635,336,1477,4223,599
"부산","2021.10","연제구",7052,284,1685,4466,617
"부산","2021.10","영도구",6613,208,1626,4482,297
"부산","2021.10","해운대구",13517,591,3342,8394,1190
"부산","2021.10","부산기타",12,0,10,2,0
"부산","2021.11","금정구",8179,391,2017,5253,518
"부산","2021.11","기장군",5534,294,1395,3335,510
"부산","2021.11","남구",10630,497,2390,6911,832
"부산","2021.11","동구",4489,222,961,3013,293
"부산","2021.11","동래구",8604,423,2103,5392,686
"부산","2021.11","부산진구",15379,633,3806,9769,1171
"부산","2021.11","북구",8415,445,1994,5357,619
"부산","2021.11","사상구",10656,610,2994,6490,562
"부산","2021.11","사하구",12441,539,2966,8115,821
"부산","2021.11","서구",5995,217,1480,4004,294
"부산","2021.11","수영구",6616,333,1455,4220,608
"부산","2021.11","연제구",7010,278,1654,4448,630
"부산","2021.11","영도구",6347,211,1454,4379,303
"부산","2021.11","해운대구",12601,591,2907,7913,1190
"부산","2021.11","부산기타",12,0,10,2,0
"부산","2021.12","금정구",8147,385,2005,5238,519
"부산","2021.12","기장군",5568,291,1403,3351,523
"부산","2021.12","남구",10617,495,2388,6900,834
"부산","2021.12","동구",4477,223,954,3014,286
"부산","2021.12","동래구",8606,415,2103,5400,688
"부산","2021.12","부산진구",15324,627,3808,9717,1172
"부산","2021.12","북구",8407,448,1991,5344,624
"부산","2021.12","사상구",10644,605,3007,6467,565
"부산","2021.12","사하구",12350,529,2921,8094,806
"부산","2021.12","서구",5975,220,1481,3972,302
"부산","2021.12","수영구",6603,331,1448,4216,608
"부산","2021.12","연제구",6856,277,1562,4373,644
"부산","2021.12","영도구",6341,208,1455,4377,301
"부산","2021.12","해운대구",12605,584,2913,7916,1192
"부산","2021.12","부산기타",12,0,10,2,0
"부산","2022.01","금정구",8134,384,2000,5228,522
"부산","2022.01","기장군",5574,286,1400,3363,525
"부산","2022.01","남구",10577,491,2385,6871,830
"부산","2022.01","동구",4472,213,950,3012,297
"부산","2022.01","동래구",8651,415,2098,5450,688
"부산","2022.01","부산진구",15340,627,3813,9703,1197
"부산","2022.01","북구",8425,440,1996,5362,627
"부산","2022.01","사상구",9290,603,2224,5884,579
"부산","2022.01","사하구",12356,528,2914,8102,812
"부산","2022.01","서구",5966,217,1483,3961,305
"부산","2022.01","수영구",6603,327,1445,4210,621
"부산","2022.01","연제구",6876,273,1570,4385,648
"부산","2022.01","영도구",6358,207,1453,4392,306
"부산","2022.01","해운대구",12613,583,2914,7912,1204
"부산","2022.01","부산기타",12,0,10,2,0
"부산","2022.02","금정구",8088,383,1996,5193,516
"부산","2022.02","기장군",5590,288,1407,3374,521
"부산","2022.02","남구",10564,488,2380,6842,854
"부산","2022.02","동구",4487,216,950,3023,298
"부산","2022.02","동래구",8688,417,2094,5486,691
"부산","2022.02","부산진구",15394,626,3817,9752,1199
"부산","2022.02","북구",8433,433,2006,5361,633
"부산","2022.02","사상구",9296,601,2221,5904,570
"부산","2022.02","사하구",12392,524,2913,8118,837
"부산","2022.02","서구",5963,217,1480,3967,299
"부산","2022.02","수영구",6603,324,1440,4211,628
"부산","2022.02","연제구",6883,278,1569,4385,651
"부산","2022.02","영도구",6362,209,1449,4388,316
"부산","2022.02","해운대구",12591,584,2908,7898,1201
"부산","2022.02","부산기타",12,0,10,2,0
"부산","2022.03","금정구",8123,377,1999,5212,535
"부산","2022.03","기장군",5611,288,1406,3393,524
"부산","2022.03","남구",10585,481,2377,6866,861
"부산","2022.03","동구",4492,217,955,3020,300
"부산","2022.03","동래구",8763,420,2089,5542,712
"부산","2022.03","부산진구",15511,618,3828,9826,1239
"부산","2022.03","북구",8509,424,2012,5427,646
"부산","2022.03","사상구",9307,599,2217,5918,573
"부산","2022.03","사하구",12461,527,2916,8160,858
"부산","2022.03","서구",5987,214,1476,3993,304
"부산","2022.03","수영구",6613,324,1434,4222,633
"부산","2022.03","연제구",6915,280,1569,4418,648
"부산","2022.03","영도구",6341,203,1444,4374,320
"부산","2022.03","해운대구",12661,579,2913,7946,1223
"부산","2022.03","부산기타",12,0,10,2,0
"부산","2022.04","금정구",8171,371,2034,5220,546
"부산","2022.04","기장군",5640,284,1420,3416,520
"부산","2022.04","남구",10619,484,2381,6888,866
"부산","2022.04","동구",4504,206,962,3029,307
"부산","2022.04","동래구",8840,422,2092,5589,737
"부산","2022.04","부산진구",15630,601,3871,9883,1275
"부산","2022.04","북구",8606,419,2037,5498,652
"부산","2022.04","사상구",9357,591,2230,5934,602
"부산","2022.04","사하구",12505,518,2927,8182,878
"부산","2022.04","서구",5983,217,1472,3985,309
"부산","2022.04","수영구",6658,321,1433,4256,648
"부산","2022.04","연제구",6936,282,1575,4431,648
"부산","2022.04","영도구",6336,208,1454,4357,317
"부산","2022.04","해운대구",12701,568,2946,7941,1246
"부산","2022.04","부산기타",12,0,10,2,0
"부산","2022.05","금정구",8187,371,2042,5214,560
"부산","2022.05","기장군",5678,290,1426,3428,534
"부산","2022.05","남구",10679,474,2389,6940,876
"부산","2022.05","동구",4515,203,965,3039,308
"부산","2022.05","동래구",8866,409,2097,5601,759
"부산","2022.05","부산진구",15629,593,3880,9879,1277
"부산","2022.05","북구",8661,412,2046,5533,670
"부산","2022.05","사상구",9335,583,2235,5931,586
"부산","2022.05","사하구",12554,525,2933,8189,907
"부산","2022.05","서구",5993,219,1472,3985,317
"부산","2022.05","수영구",6715,323,1444,4296,652
"부산","2022.05","연제구",6942,264,1572,4447,659
"부산","2022.05","영도구",6386,217,1460,4378,331
"부산","2022.05","해운대구",12692,553,2954,7942,1243
"부산","2022.05","부산기타",12,0,10,2,0
"부산","2022.06","금정구",8203,372,2051,5211,569
"부산","2022.06","기장군",5729,293,1436,3453,547
"부산","2022.06","남구",10699,464,2387,6956,892
"부산","2022.06","동구",4496,199,959,3033,305
"부산","2022.06","동래구",8862,408,2084,5600,770
"부산","2022.06","부산진구",15648,601,3866,9891,1290
"부산","2022.06","북구",8665,412,2039,5541,673
"부산","2022.06","사상구",9322,565,2240,5930,587
"부산","2022.06","사하구",12590,533,2933,8204,920
"부산","2022.06","서구",6013,219,1476,3999,319
"부산","2022.06","수영구",6728,319,1448,4306,655
"부산","2022.06","연제구",6964,266,1580,4448,670
"부산","2022.06","영도구",6364,213,1465,4368,318
"부산","2022.06","해운대구",12671,542,2938,7955,1236
"부산","2022.06","부산기타",12,0,10,2,0
"부산","2022.07","금정구",8234,373,2061,5221,579
"부산","2022.07","기장군",5763,295,1437,3470,561
"부산","2022.07","남구",10743,463,2393,6985,902
"부산","2022.07","동구",4513,200,956,3041,316
"부산","2022.07","동래구",8926,412,2091,5620,803
"부산","2022.07","부산진구",15715,607,3891,9914,1303
"부산","2022.07","북구",8696,411,2041,5544,700
"부산","2022.07","사상구",9352,579,2249,5936,588
"부산","2022.07","사하구",12511,539,2868,8178,926
"부산","2022.07","서구",6050,220,1478,4023,329
"부산","2022.07","수영구",6777,311,1455,4345,666
"부산","2022.07","연제구",6962,274,1574,4438,676
"부산","2022.07","영도구",6407,222,1472,4391,322
"부산","2022.07","해운대구",12692,549,2941,7940,1262
"부산","2022.07","부산기타",12,0,10,2,0
"부산","2022.08","금정구",8216,368,2057,5205,586
"부산","2022.08","기장군",5790,297,1448,3476,569
"부산","2022.08","남구",10716,453,2387,6970,906
"부산","2022.08","동구",4510,201,957,3042,310
"부산","2022.08","동래구",8956,416,2097,5629,814
"부산","2022.08","부산진구",15783,601,3890,9959,1333
"부산","2022.08","북구",8717,416,2037,5551,713
"부산","2022.08","사상구",9383,581,2253,5953,596
"부산","2022.08","사하구",12510,533,2861,8189,927
"부산","2022.08","서구",6062,215,1485,4026,336
"부산","2022.08","수영구",6799,305,1458,4355,681
"부산","2022.08","연제구",6965,271,1570,4437,687
"부산","2022.08","영도구",6414,221,1472,4398,323
"부산","2022.08","해운대구",12773,547,2937,7997,1292
"부산","2022.08","부산기타",12,0,10,2,0
"부산","2022.09","금정구",8219,361,2065,5210,583
"부산","2022.09","기장군",5816,298,1459,3484,575
"부산","2022.09","남구",10743,448,2394,6987,914
"부산","2022.09","동구",4511,199,966,3042,304
"부산","2022.09","동래구",8989,414,2108,5636,831
"부산","2022.09","부산진구",15892,602,3925,10014,1351
"부산","2022.09","북구",8756,416,2060,5562,718
"부산","2022.09","사상구",9402,573,2259,5977,593
"부산","2022.09","사하구",12544,536,2881,8190,937
"부산","2022.09","서구",6081,213,1491,4041,336
"부산","2022.09","수영구",6828,312,1461,4368,687
"부산","2022.09","연제구",6985,268,1587,4442,688
"부산","2022.09","영도구",6431,222,1475,4408,326
"부산","2022.09","해운대구",12817,544,2951,8011,1311
"부산","2022.09","부산기타",12,0,10,2,0
"부산","2022.10","금정구",8208,354,2077,5201,576
"부산","2022.10","기장군",5842,302,1464,3489,587
"부산","2022.10","남구",10731,444,2400,6953,934
"부산","2022.10","동구",4509,190,967,3040,312
"부산","2022.10","동래구",8998,410,2115,5622,851
"부산","2022.10","부산진구",15989,619,3924,10061,1385
"부산","2022.10","북구",8772,412,2072,5575,713
"부산","2022.10","사상구",9394,567,2267,5963,597
"부산","2022.10","사하구",12548,540,2880,8176,952
"부산","2022.10","서구",6076,210,1493,4038,335
"부산","2022.10","수영구",6812,313,1470,4346,683
"부산","2022.10","연제구",7007,267,1586,4455,699
"부산","2022.10","영도구",6429,219,1479,4403,328
"부산","2022.10","해운대구",12851,550,2950,8025,1326
"부산","2022.10","부산기타",12,0,10,2,0
"부산","2022.11","금정구",8193,355,2071,5190,577
"부산","2022.11","기장군",5861,307,1470,3472,612
"부산","2022.11","남구",10747,446,2403,6961,937
"부산","2022.11","동구",4498,188,969,3024,317
"부산","2022.11","동래구",8998,418,2119,5605,856
"부산","2022.11","부산진구",16039,624,3935,10081,1399
"부산","2022.11","북구",8774,414,2071,5559,730
"부산","2022.11","사상구",9409,563,2277,5975,594
"부산","2022.11","사하구",12566,537,2887,8164,978
"부산","2022.11","서구",6101,211,1496,4053,341
"부산","2022.11","수영구",6781,309,1473,4319,680
"부산","2022.11","연제구",7012,275,1588,4455,694
"부산","2022.11","영도구",6426,218,1481,4399,328
"부산","2022.11","해운대구",12828,542,2941,8027,1318
"부산","2022.11","부산기타",12,0,10,2,0
"부산","2022.12","금정구",8180,353,2076,5181,570
"부산","2022.12","기장군",5874,315,1470,3470,619
"부산","2022.12","남구",10730,451,2400,6940,939
"부산","2022.12","동구",4493,188,966,3021,318
"부산","2022.12","동래구",8979,419,2130,5571,859
"부산","2022.12","부산진구",16020,629,3935,10063,1393
"부산","2022.12","북구",8756,417,2080,5537,722
"부산","2022.12","사상구",9420,569,2282,5975,594
"부산","2022.12","사하구",12558,540,2882,8157,979
"부산","2022.12","서구",6079,210,1489,4042,338
"부산","2022.12","수영구",6790,310,1475,4323,682
"부산","2022.12","연제구",6986,278,1591,4427,690
"부산","2022.12","영도구",6428,224,1482,4387,335
"부산","2022.12","해운대구",12802,543,2943,7987,1329
"부산","2022.12","부산기타",12,0,10,2,0
